activity_id,name,sport,date,duration_sec,distance_m,avg_hr,max_hr,calories,avg_power,norm_power,tss,if_factor,ftp,avg_pace_sec_km,avg_cadence,vertical_osc_cm,ground_contact_ms,avg_pace_100m,swolf,strokes,aerobic_te,anaerobic_te
22385283262,Natación en piscina,swim,2026-04-01 17:42:55,4163.38623046875,3025.0,109.0,133.0,490.0,,,,,,1206.2726231623217,,,,,,11.199999809265137,2.0999999046325684,0.10000000149011612
22374234887,Las Condes Carrera,run,2026-04-01 07:52:29,474.0190124511719,486.25,103.0,119.0,52.0,124.0,157.0,,,,974.6588476528551,172.84375,5.8500000000000005,281.1000061035156,,,,0.30000001192092896,0.0
22374228807,Strength,strength_training,2026-04-01 07:05:04,2751.679931640625,0.0,71.0,110.0,109.0,,,,,,,,,,,,,0.10000000149011612,0.0
22366493120,Natación en piscina,swim,2026-03-31 19:20:00,3689.195068359375,3000.0,110.0,141.0,430.0,,,,,,1162.7906783327278,,,,,,10.800000190734863,2.0,0.30000001192092896
22357903294,Zwift - Volcano Flat in Watopia,bike,2026-03-31 05:38:27,5426.0,49009.5703125,114.0,134.0,687.0,132.0,138.6116658880945,,,,110.71745412025969,,,,,,,2.4000000953674316,0.0
22338031557,Ñuñoa - 6k + 21K RITMO IM + 3k,run,2026-03-29 06:55:56,8739.0244140625,28845.05078125,152.0,165.0,1787.0,302.0,305.0,,,,302.93849263127,174.0,9.940000152587892,230.89999389648438,,,,5.0,0.10000000149011612
22331387335,Strength,strength_training,2026-03-28 17:36:53,2744.22998046875,0.0,75.0,125.0,132.0,,,,,,,,,,,,,0.20000000298023224,0.0
22329276634,Colina - T2,run,2026-03-28 13:07:28,1844.0999755859375,6223.27001953125,155.0,163.0,393.0,300.0,301.0,,,,296.2962962962963,174.75,9.85999984741211,224.39999389648438,,,,3.5,0.0
22343280370,Colina Ciclismo en ruta,bike,2026-03-28 07:41:23,18052.654296875,169127.703125,124.0,148.0,3047.0,149.0,161.0,235.89999389648438,0.6859999895095825,,106.73497209772408,,,,,,,4.099999904632568,0.4000000059604645
22321054314,Natación en piscina,swim,2026-03-27 18:31:34,4346.4638671875,3100.0,112.0,142.0,550.0,,,,,,1175.0881164659336,,,,,,11.199999809265137,2.299999952316284,0.699999988079071
22321053437,Las Condes Ciclismo en ruta,bike,2026-03-27 16:00:35,7280.5078125,38990.30859375,87.0,120.0,594.0,61.0,94.0,32.29999923706055,0.4009999930858612,,186.7413625468144,,,,,,,1.100000023841858,0.4000000059604645
22313982785,Las Condes - transición easy z2,run,2026-03-27 05:55:33,1834.987060546875,5312.25,130.0,144.0,330.0,276.0,278.0,,,,345.4231456263985,172.734375,9.75999984741211,250.39999389648438,,,,2.5999999046325684,0.0
22313757451,Strength,strength_training,2026-03-27 05:19:59,2009.6519775390625,0.0,72.0,92.0,72.0,,,,,,,,,,,,,0.0,0.0
22311428342,Natación en piscina,swim,2026-03-26 18:29:29,4333.56103515625,3025.0,103.0,135.0,459.0,,,,,,1141.5525281929633,,,,,,10.600000381469727,1.899999976158142,0.699999988079071
22300469623,Natación en piscina,swim,2026-03-25 18:57:45,3981.093017578125,3000.0,105.0,139.0,485.0,,,,,,1213.5922316051315,,,,,,11.199999809265137,2.0,0.10000000149011612
22292888348,Las Condes - intervalos pista,run,2026-03-25 05:27:49,5205.10302734375,16758.94921875,143.0,167.0,1011.0,299.0,321.0,,,,310.5590034518123,171.546875,9.30999984741211,234.5,,,,4.300000190734863,1.7999999523162842
22289212851,Natación en piscina,swim,2026-03-24 18:28:14,3635.218017578125,3175.0,114.0,138.0,498.0,,,,,,1136.363642521141,,,,,,11.199999809265137,2.299999952316284,0.4000000059604645
22282027327,Las Condes - transición easy z2,run,2026-03-24 07:10:56,2413.028076171875,7272.66015625,138.0,148.0,452.0,294.0,295.0,,,,331.7850100366788,171.453125,10.66999969482422,243.1999969482422,,,,3.0,0.0
22280858787,Zwift - SWEET SPOT,bike,2026-03-24 05:31:10,5548.0,53905.109375,121.0,143.0,864.0,163.0,179.89747221655506,,,,102.92301778844134,,,,,,,3.200000047683716,0.0
22282019872,Strength,strength_training,2026-03-23 19:06:12,3729.3359375,0.0,73.0,127.0,171.0,,,,,,,,,,,,,0.20000000298023224,0.10000000149011612
22265499505,Strength,strength_training,2026-03-22 17:07:08,1938.0389404296875,0.0,76.0,118.0,97.0,,,,,,,,,,,,,0.10000000149011612,0.0
